∫Û∞Ô¿≤,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Korea,47.80%,47.00%,47.70%,46.00%,44.30%,45.00%,44.00%,43.40%,43.20%,40.50%,39.30%,39.70%
