"행정구역(시군구)별","연령별","항목","단위","2025.04 월","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"세종특별자치시","57세","총인구수[명]","명","4791","1944","2348","2844","3530","3986","4043","3667","4271","4357","4287","4686",
"세종특별자치시","58세","총인구수[명]","명","4460","1794","2358","2603","3145","3826","4218","4202","3752","4337","4297","4251",
"세종특별자치시","59세","총인구수[명]","명","4193","1924","2161","2627","2885","3413","4081","4317","4279","3802","4343","4340",
"세종특별자치시","60세","총인구수[명]","명","4549","1657","2325","2360","2909","3160","3668","4149","4416","4355","3802","4360",
"세종특별자치시","61세","총인구수[명]","명","3737","1358","1982","2536","2602","3184","3390","3815","4291","4491","4335","3782",
"세종특별자치시","62세","총인구수[명]","명","4393","1502","1579","2177","2785","2886","3354","3511","3906","4372","4487","4347",
"세종특별자치시","63세","총인구수[명]","명","4244","1121","1749","1734","2387","2984","3043","3443","3581","3962","4378","4497",
"세종특별자치시","64세","총인구수[명]","명","4620","1313","1317","1906","1867","2555","3129","3091","3512","3606","3920","4383",
"세종특별자치시","65세","총인구수[명]","명","4112","1282","1511","1422","2088","2004","2665","3225","3200","3545","3577","3892",
"세종특별자치시","66세","총인구수[명]","명","3695","1185","1453","1608","1527","2255","2069","2743","3279","3235","3555","3598",
"세종특별자치시","67세","총인구수[명]","명","3465","1146","1333","1566","1716","1636","2349","2097","2769","3316","3186","3517",
"세종특별자치시","68세","총인구수[명]","명","3204","933","1300","1448","1712","1796","1673","2378","2137","2767","3263","3165",
"세종특별자치시","69세","총인구수[명]","명","3124","872","1065","1402","1507","1801","1868","1687","2431","2139","2730","3243",
"세종특별자치시","70세","총인구수[명]","명","3112","1004","981","1114","1499","1592","1852","1902","1674","2439","2134","2726",
"세종특별자치시","71세","총인구수[명]","명","2281","963","1094","1018","1181","1551","1614","1876","1901","1678","2422","2123",
"세종특별자치시","72세","총인구수[명]","명","2250","1308","1038","1116","1070","1227","1585","1631","1904","1893","1653","2377",
"세종특별자치시","73세","총인구수[명]","명","1933","1072","1396","1096","1156","1083","1275","1601","1660","1880","1876","1619",
"세종특별자치시","74세","총인구수[명]","명","1697","947","1128","1419","1134","1169","1111","1266","1594","1651","1831","1851",
"세종특별자치시","75세","총인구수[명]","명","1821","1008","1007","1155","1452","1166","1178","1123","1248","1590","1621","1802",
"세종특별자치시","76세","총인구수[명]","명","1651","936","1035","993","1183","1472","1170","1175","1095","1231","1554","1577",
"세종특별자치시","77세","총인구수[명]","명","1468","835","956","1046","1015","1208","1482","1172","1172","1079","1204","1512",
"세종특별자치시","78세","총인구수[명]","명","1400","830","869","960","1047","998","1205","1458","1145","1159","1049","1179",
"세종특별자치시","79세","총인구수[명]","명","959","785","847","876","973","1067","973","1188","1382","1105","1134","1016",
"세종특별자치시","80세","총인구수[명]","명","1076","719","794","842","874","948","1043","941","1163","1339","1086","1088",
"세종특별자치시","81세","총인구수[명]","명","1024","637","732","784","854","845","957","1009","906","1114","1295","1051",
"세종특별자치시","82세","총인구수[명]","명","1199","551","636","710","787","825","820","923","985","883","1059","1255",
"세종특별자치시","83세","총인구수[명]","명","1065","464","553","622","712","768","800","796","862","953","844","1003",
"세종특별자치시","84세","총인구수[명]","명","834","415","463","543","599","677","752","760","749","805","876","814",
"세종특별자치시","85세","총인구수[명]","명","834","366","417","447","538","584","645","737","733","701","740","818",
"세종특별자치시","86세","총인구수[명]","명","716","326","376","401","429","506","561","617","700","688","653","701",
"세종특별자치시","87세","총인구수[명]","명","616","245","318","343","377","403","479","522","578","648","630","605",
"세종특별자치시","88세","총인구수[명]","명","550","197","240","300","325","347","383","455","481","521","579","580",
"세종특별자치시","89세","총인구수[명]","명","485","161","189","227","273","305","324","349","400","427","472","497",
"세종특별자치시","90세","총인구수[명]","명","473","128","148","169","217","242","287","304","307","359","374","423",
"세종특별자치시","91세","총인구수[명]","명","344","117","118","135","149","186","223","262","255","260","304","324",
"세종특별자치시","92세","총인구수[명]","명","258","110","105","103","118","128","167","200","222","224","210","256",
"세종특별자치시","93세","총인구수[명]","명","184","81","98","89","84","108","112","142","165","185","184","171",
"세종특별자치시","94세","총인구수[명]","명","150","29","72","80","68","72","93","86","122","137","150","156",
"세종특별자치시","95세","총인구수[명]","명","101","25","23","57","57","55","57","69","75","89","114","120",
"세종특별자치시","96세","총인구수[명]","명","103","29","20","18","46","47","43","47","47","65","70","88",
"세종특별자치시","97세","총인구수[명]","명","65","13","22","16","13","36","42","40","33","34","51","58",
"세종특별자치시","98세","총인구수[명]","명","40","18","10","13","10","11","27","33","36","19","26","39",
"세종특별자치시","99세","총인구수[명]","명","21","6","18","10","12","6","12","17","26","26","11","18",
"세종특별자치시","100세 이상","총인구수[명]","명","39","34","34","49","49","54","53","50","27","35","43","39",
"경기도","계","총인구수[명]","명","13702756","12357830","12522606","12716780","12873895","13077153","13239666","13427014","13565450","13589432","13630821","13694685",
"경기도","0세","총인구수[명]","명","73138","109299","111355","104099","92366","87536","82540","76810","74799","74114","68030","71451",
"경기도","1세","총인구수[명]","명","70770","116253","116728","119264","111697","100422","94410","88101","81421","79007","77729","71843",
"경기도","2세","총인구수[명]","명","76599","131017","118171","119772","122017","115769","102974","96802","90332","82889","80214","78718",
"경기도","3세","총인구수[명]","명","80570","128969","132736","120371","121953","125398","117921","105278","98341","91427","83766","81246",
"경기도","4세","총인구수[명]","명","83792","129204","130026","134576","122070","124626","127335","119777","106691","98890","92309","84418",
"경기도","5세","총인구수[명]","명","89429","123061","129738","131257","135985","124129","126091","128940","121200","107169","99339","92883",
"경기도","6세","총인구수[명]","명","97159","129041","123405","130885","132522","138367","125332","127560","130040","121360","107355","99497",
"경기도","7세","총인구수[명]","명","104420","135512","129486","124285","131877","134080","139456","126241","128487","130212","121609","107559",
"경기도","8세","총인구수[명]","명","116193","123654","135697","130186","125113","133134","135009","140538","127196","128532","130466","121792",
"경기도","9세","총인구수[명]","명","128315","117963","123892","136415","130900","126395","133922","135937","141420","127354","128733","130581",
"경기도","10세","총인구수[명]","명","129860","127965","117997","124326","137072","131986","126910","134861","136569","141467","127485","128699",
"경기도","11세","총인구수[명]","명","126939","131947","128098","118363","124686","138067","132562","127586","135664","136623","141419","127591",
"경기도","12세","총인구수[명]","명","137919","130522","131963","128505","118632","125338","138380","133064","128002","135444","136489","141193",
"경기도","13세","총인구수[명]","명","136423","146106","130833","132368","128844","119285","125833","139128","133666","128174","135750","136635",
"경기도","14세","총인구수[명]","명","138998","165773","146145","131177","132595","129461","119528","126339","139569","133764","128248","135850",
"경기도","15세","총인구수[명]","명","128370","158644","165808","146505","131359","132984","129594","119870","126680","139406","133672","128052",
"경기도","16세","총인구수[명]","명","131342","161828","158858","166378","146849","131903","133415","130058","120411","126558","139563","133625",
"경기도","17세","총인구수[명]","명","140459","167703","162160","159345","166841","147365","132351","134067","130583","120514","126683","139701",
"경기도","18세","총인구수[명]","명","129406","168868","168110","162892","159741","167613","148120","133149","134592","130552","120669","126815",
"경기도","19세","총인구수[명]","명","120647","174525","169767","169656","164017","160894","168769","150092","135269","135224","130653","120146",
"경기도","20세","총인구수[명]","명","124161","174462","174642","170397","169334","163893","161036","170114","150826","133781","133536","129435",
"경기도","21세","총인구수[명]","명","131273","172839","175231","175574","170717","170120","164622","163189","171808","149637","133051","133048",
"경기도","22세","총인구수[명]","명","130984","176028","174283","177371","176835","172023","171435","167501","165464","171162","148975","132441",
"경기도","23세","총인구수[명]","명","142986","170695","178004","176890","179062","178899","174374","175328","171121","165765","171752","149635",
"경기도","24세","총인구수[명]","명","168552","155028","173059","181250","179031","181580","183007","180104","180099","172704","167713","174133",
"경기도","25세","총인구수[명]","명","172652","151635","157488","176716","184250","182287","185867","188161","183510","181324","174295","169932",
"경기도","26세","총인구수[명]","명","172837","151650","154396","160462","179455","188013","185274","189625","190758","183257","180999","175139",
"경기도","27세","총인구수[명]","명","181607","148179","154008","157570","162869","182962","190568","189085","193003","191458","184142","182630",
"경기도","28세","총인구수[명]","명","183908","150074","150813","157033","160248","165548","185708","194898","192612","194041","192472","186199",
"경기도","29세","총인구수[명]","명","193941","157840","152946","153987","159723","163729","168804","189843","199068","194162","195203","194956",
"경기도","30세","총인구수[명]","명","196490","160257","160848","156560","157194","163703","167270","173041","194405","200871","196192","198025",
"경기도","31세","총인구수[명]","명","198941","183063","163689","165037","160011","161680","167703","171600","177485","196597","202820","198993",
"경기도","32세","총인구수[명]","명","205414","203831","186831","167692","168696","164940","165550","172364","176101","179777","198544","205944",
"경기도","33세","총인구수[명]","명","204594","212919","207636","191453","171165","173884","169163","170162","177244","178091","181699","201394",
"경기도","34세","총인구수[명]","명","188164","213906","216447","211984","195428","176380","178227","173908","174664","179106","180122","184486",
"경기도","35세","총인구수[명]","명","184624","213008","217230","220801","215990","200997","180235","182714","178073","176601","180863","182593",
"경기도","36세","총인구수[명]","명","183126","187511","216161","221040","224594","221704","205294","184800","186428","179666","177941","183088",
"경기도","37세","총인구수[명]","명","179509","205132","189565","219742","224461","230080","225864","210197","188232","188011","180908","179620",
"경기도","38세","총인구수[명]","명","180818","202472","207051","192287","222969","229389","233918","230874","213648","189255","189321","182458",
"경기도","39세","총인구수[명]","명","189028","209452","203712","209350","194481","226814","232603","237799","234167","214325","190324","190782",
"경기도","40세","총인구수[명]","명","187459","227040","210657","205735","211406","197953","229695","236175","240472","235051","215046","191385",
"경기도","41세","총인구수[명]","명","207659","235770","228051","212488","207291","214353","200067","232746","238412","240847","235857","215914",
"경기도","42세","총인구수[명]","명","228187","236956","236391","229717","213832","209884","216194","202221","234594","238351","241235","236407",
"경기도","43세","총인구수[명]","명","242983","248455","237622","237621","230642","215918","211332","218287","203703","234605","238605","241724",
"경기도","44세","총인구수[명]","명","239076","240353","248858","238733","238546","232539","217251","213141","219578","203558","234830","238947",
"경기도","45세","총인구수[명]","명","238740","239945","240574","249826","239627","240523","233626","218960","214087","219239","203497","234863",
"경기도","46세","총인구수[명]","명","212803","236644","240145","241261","250401","241266","241847","235471","219848","213675","219077","203560",
"경기도","47세","총인구수[명]","명","215210","217102","236802","241126","242032","252135","242400","243531","236301","219525","213622","218966",
"경기도","48세","총인구수[명]","명","208998","206313","217347","237855","241733","243689","253229","243837","244325","235838","219447","213647",
"경기도","49세","총인구수[명]","명","218991","214789","206490","218168","238450","242971","244557","255054","244853","243914","235715","219461",
"경기도","50세","총인구수[명]","명","227627","210228","214838","207290","218651","239675","244110","246054","255950","244300","243814","235574",
"경기도","51세","총인구수[명]","명","245660","194671","210517","215673","207444","219711","240471","245517","247113","255375","244109","244057",
"경기도","52세","총인구수[명]","명","244226","214056","194857","211392","216017","208300","220535","241692","246324","246512","255055","244055",
"경기도","53세","총인구수[명]","명","250864","216388","214267","195612","212026","217074","208832","221655","242367","245630","246283","254958",
"경기도","54세","총인구수[명]","명","251280","215523","216754","214848","196300","213038","217660","209901","222216","241386","245103","246202",
"경기도","55세","총인구수[명]","명","240696","194174","215924","217681","215359","197325","213856","218779","210318","221240","240976","244957",
"경기도","56세","총인구수[명]","명","247983","178245","194738","216769","217964","216368","197833","214724","219161","209494","220936","240951",
"경기도","57세","총인구수[명]","명","220512","169287","178925","195715","217415","218985","217010","198661","214824","218023","209045","220624",
"경기도","58세","총인구수[명]","명","214745","150456","170045","179932","196184","218362","219484","217635","198895","213611","217550","208826",
"경기도","59세","총인구수[명]","명","216294","153005","151138","171046","180396","197139","219037","220302","217676","197851","213128","217403",
"경기도","60세","총인구수[명]","명","216776","128810","153762","152144","171545","181541","197592","219678","220279","216420","197348","212953",
"경기도","61세","총인구수[명]","명","191537","109091","129388","154680","152573","172655","181915","198202","219554","218683","215779","197126",
"경기도","62세","총인구수[명]","명","220078","121168","109622","130194","155208","153441","173008","182530","198030","218068","217992","215112",
"경기도","63세","총인구수[명]","명","207996","78704","121913","110480","130556","155861","153762","173364","182279","196529","217244","217543",
"경기도","64세","총인구수[명]","명","224642","88377","79086","122498","110813","131269","156048","154077","173179","180629","195757","216641",
"경기도","65세","총인구수[명]","명","204001","88398","88719","79621","122889","111572","131615","156741","154127","171793","180060","195228",
"경기도","66세","총인구수[명]","명","185300","88842","88875","89296","79803","123627","111844","131934","156456","152965","171299","179841",
"경기도","67세","총인구수[명]","명","172949","91626","89247","89383","89498","80195","123630","112037","131378","155197","152354","170867",
"경기도","68세","총인구수[명]","명","156085","75090","91862","89719","89684","89861","80272","123634","111557","130183","154443","151725",
"경기도","69세","총인구수[명]","명","147085","66852","75238","92205","89808","89880","89686","80237","122762","110495","129517","153974",
"경기도","70세","총인구수[명]","명","147768","68121","67028","75344","92178","89949","89738","89482","79770","121408","109904","128758",
"경기도","71세","총인구수[명]","명","111815","67647","67958","66906","75163","92187","89730","89486","88817","78856","120533","109283",
"경기도","72세","총인구수[명]","명","115721","81217","67411","67803","66568","75041","91664","89368","88670","87712","78181","119626",
"경기도","73세","총인구수[명]","명","92378","67853","80636","67094","67406","66276","74584","90986","88465","87419","86709","77391",
"경기도","74세","총인구수[명]","명","81246","59332","67164","79996","66541","66983","65716","74147","89923","87110","86444","85732",
"경기도","75세","총인구수[명]","명","86996","60080","58535","66422","79071","66013","66167","65169","73106","88222","85800","85344",
"경기도","76세","총인구수[명]","명","82940","54757","59122","57844","65354","78177","65151","65498","64025","71643","86803","84589",
"경기도","77세","총인구수[명]","명","83714","50328","53750","58088","56875","64404","76877","64281","64268","62563","70406","85509",
"경기도","78세","총인구수[명]","명","79960","46626","49252","52661","56859","55832","63118","75597","62941","62637","61224","69075",
"경기도","79세","총인구수[명]","명","56953","43739","45342","47991","51299","55602","54527","61801","73588","61093","61099","59807",
"경기도","80세","총인구수[명]","명","59755","37796","42408","43957","46421","49818","54012","53088","60002","71006","59251","59607",
"경기도","81세","총인구수[명]","명","56832","31902","36437","40989","42418","44967","48298","52395","51221","57572","68515","57472",
"경기도","82세","총인구수[명]","명","63498","28777","30508","34980","39286","40779","43429","46511","50319","48765","55274","66156",
"경기도","83세","총인구수[명]","명","57952","23253","27474","29128","33260","37428","38850","41534","44312","47573","46512","52937",
"경기도","84세","총인구수[명]","명","45747","21308","21974","26041","27481","31539","35503","37121","39351","41465","45061","44178",
"경기도","85세","총인구수[명]","명","42023","19336","19899","20680","24374","25756","29690","33471","34862","36503","38970","42521",
"경기도","86세","총인구수[명]","명","37810","16103","17956","18550","19206","22693","24157","27823","31224","31885","33998","36369",
"경기도","87세","총인구수[명]","명","31873","13427","14808","16593","17055","17673","21052","22357","25606","28242","29338","31484",
"경기도","88세","총인구수[명]","명","28078","10324","12201","13469","15065","15630","16165","19306","20291","22918","25648","26855",
"경기도","89세","총인구수[명]","명","23607","8619","9266","10953","12133","13541","14184","14607","17300","17792","20462","23095",
"경기도","90세","총인구수[명]","명","19084","6797","7623","8195","9682","10838","12052","12645","12887","14898","15680","18160",
"경기도","91세","총인구수[명]","명","14552","6514","5917","6648","7114","8532","9557","10550","10995","10901","12920","13748",
"경기도","92세","총인구수[명]","명","11298","5184","5614","5083","5691","6022","7421","8262","9063","9047","9285","11094",
"경기도","93세","총인구수[명]","명","8418","3595","4428","4755","4268","4763","5178","6327","7001","7305","7545","7779",
"경기도","94세","총인구수[명]","명","6274","2583","2993","3714","3927","3550","3999","4300","5134","5503","5979","6255",
"경기도","95세","총인구수[명]","명","4833","1928","2137","2467","3009","3209","2902","3311","3418","3939","4415","4836",
"경기도","96세","총인구수[명]","명","3699","1304","1570","1771","1972","2405","2594","2358","2518","2474","3098","3552",
"경기도","97세","총인구수[명]","명","2532","1095","1051","1269","1437","1541","1913","2111","1752","1779","1938","2414",
"경기도","98세","총인구수[명]","명","1630","763","851","884","999","1128","1232","1545","1553","1206","1316","1429",
"경기도","99세","총인구수[명]","명","977","570","620","671","672","788","920","980","1042","1013","885","966",
"경기도","100세 이상","총인구수[명]","명","1994","2759","3008","3305","3369","3602","3914","4315","1760","1725","1852","1947",
"강원특별자치도","계","총인구수[명]","명","1512088","1544442","1549507","1550806","1550142","1543052","1541502","1542840","1538492","1536498","1527807","1517766",
"강원특별자치도","0세","총인구수[명]","명","6499","10420","10648","9810","8764","8159","8229","7736","7258","7240","6637","6521",
"강원특별자치도","1세","총인구수[명]","명","6615","11286","10892","11100","10322","9173","8617","8636","8081","7610","7442","6800",
"강원특별자치도","2세","총인구수[명]","명","7238","12747","11356","10999","11138","10411","9269","8752","8683","8222","7592","7360",
"강원특별자치도","3세","총인구수[명]","명","7358","12679","12859","11379","11074","11158","10538","9396","8832","8789","8135","7535",
"강원특별자치도","4세","총인구수[명]","명","7738","12820","12723","12931","11353","11099","11236","10689","9517","8899","8740","8016",
"강원특별자치도","5세","총인구수[명]","명","8416","12357","12914","12810","12963","11381","11207","11374","10782","9611","8897","8670",
"강원특별자치도","6세","총인구수[명]","명","8684","12667","12463","12935","12844","12953","11481","11283","11523","10843","9546","8841",
"강원특별자치도","7세","총인구수[명]","명","9477","13941","12742","12534","12938","12892","13001","11603","11401","11603","10832","9599",
"강원특별자치도","8세","총인구수[명]","명","10356","12687","13988","12855","12509","12974","12949","13114","11703","11495","11599","10834",
"강원특별자치도","9세","총인구수[명]","명","11311","12907","12690","14028","12821","12464","13029","13015","13191","11724","11452","11593",
"강원특별자치도","10세","총인구수[명]","명","11577","13903","12952","12703","14000","12867","12487","13061","13063","13281","11675","11470",
"강원특별자치도","11세","총인구수[명]","명","11450","14365","13924","12936","12660","13955","12835","12514","13072","13048","13211","11675",
"강원특별자치도","12세","총인구수[명]","명","12753","15160","14346","13888","12830","12552","13924","12854","12496","13041","12980","13171",
"강원특별자치도","13세","총인구수[명]","명","12809","16771","15111","14338","13832","12789","12521","13918","12846","12517","12992","12938",
"강원특별자치도","14세","총인구수[명]","명","13209","19053","16783","15063","14357","13785","12809","12529","13918","12802","12480","12972",
"강원특별자치도","15세","총인구수[명]","명","12400","18618","19024","16776","15032","14293","13742","12787","12554","13987","12755","12410",
"강원특별자치도","16세","총인구수[명]","명","12753","19422","18756","19205","16885","15162","14416","13884","12916","12714","14059","12877",
"강원특별자치도","17세","총인구수[명]","명","13894","20222","19385","18725","19142","16826","15098","14391","13884","12867","12644","14041",
"강원특별자치도","18세","총인구수[명]","명","12782","20237","20209","19388","18727","19051","16734","15028","14259","13840","12744","12559",
"강원특별자치도","19세","총인구수[명]","명","12476","21228","20583","20379","19481","18780","19233","16542","14877","14036","13513","12524",
"강원특별자치도","20세","총인구수[명]","명","12934","21051","20979","20435","20319","19368","18675","18989","16516","14788","14061","13528",
"강원특별자치도","21세","총인구수[명]","명","13797","21078","21053","20773","20377","20030","19210","18346","18699","16393","14659","13953",
"강원특별자치도","22세","총인구수[명]","명","13820","21538","21027","20839","20641","19922","19662","18779","17912","18307","16102","14335",
"강원특별자치도","23세","총인구수[명]","명","14763","20461","21921","20737","20657","19928","19308","18949","18026","17437","17722","15618",
"강원특별자치도","24세","총인구수[명]","명","16198","18491","20332","20888","20132","19681","19139","18491","18106","17424","16753","17083",
"강원특별자치도","25세","총인구수[명]","명","15930","16806","17506","18807","19404","18530","18264","18101","17544","17322","16695","15794",
"강원특별자치도","26세","총인구수[명]","명","15807","16045","16175","16504","17762","18089","17505","17567","17451","17081","16768","16167",
"강원특별자치도","27세","총인구수[명]","명","16190","15270","15741","15620","15951","16864","17404","17074","17111","17324","16691","16400",
"강원특별자치도","28세","총인구수[명]","명","16250","15256","14982","15403","15274","15491","16598","17213","16858","17138","17140","16466",
"강원특별자치도","29세","총인구수[명]","명","16782","15764","15086","14863","15397","14988","15337","16506","17201","16980","17019","16866",
"강원특별자치도","30세","총인구수[명]","명","16590","15666","15746","15137","14822","15083","14919","15415","16510","17305","16997","16901",
"강원특별자치도","31세","총인구수[명]","명","16799","18108","15601","15773","14998","14709","15018","14979","15396","16611","17303","16779",
"강원특별자치도","32세","총인구수[명]","명","17069","19926","18175","15587","15778","14766","14627","15063","14985","15372","16542","17064",
"강원특별자치도","33세","총인구수[명]","명","16567","19966","19947","18162","15629","15617","14843","14687","14995","15104","15303","16400",
"강원특별자치도","34세","총인구수[명]","명","15303","20250","20102","19982","18150","15616","15706","14934","14806","15175","15040","15203",
"강원특별자치도","35세","총인구수[명]","명","15158","20236","20444","20235","20046","18059","15733","15908","14997","14938","15202","14940",
"강원특별자치도","36세","총인구수[명]","명","14974","19083","20375","20516","20303","20134","18218","15814","16006","15088","14926","15160",
"강원특별자치도","37세","총인구수[명]","명","14641","20021","19147","20510","20585","20398","20281","18436","15925","16087","15124","14877",
"강원특별자치도","38세","총인구수[명]","명","15082","20024","20116","19258","20559","20605","20526","20433","18532","16056","16080","15105",
"강원특별자치도","39세","총인구수[명]","명","15743","21222","20101","20247","19318","20591","20798","20680","20665","18629","16077","16095",
"강원특별자치도","40세","총인구수[명]","명","15780","23792","21391","20211","20344","19336","20727","21063","20795","20847","18699","16074",
"강원특별자치도","41세","총인구수[명]","명","17742","25072","23910","21530","20287","20357","19433","20860","21200","21024","20784","18647",
"강원특별자치도","42세","총인구수[명]","명","19897","24643","25240","23949","21494","20321","20384","19460","20897","21292","21029","20778",
"강원특별자치도","43세","총인구수[명]","명","21318","25886","24633","25343","23926","21411","20364","20451","19521","20951","21181","20995",
"강원특별자치도","44세","총인구수[명]","명","21032","25536","25903","24605","25375","23871","21382","20432","20472","19549","20840","21207",
"강원특별자치도","45세","총인구수[명]","명","20887","26492","25618","25951","24687","25327","23853","21545","20505","20488","19549","20865",
"강원특별자치도","46세","총인구수[명]","명","19839","27216","26585","25768","26019","24670","25308","23934","21584","20592","20491","19523",
"강원특별자치도","47세","총인구수[명]","명","20210","24850","27275","26687","25875","26001","24745","25411","24000","21637","20517","20432",
"강원특별자치도","48세","총인구수[명]","명","19778","24923","24881","27326","26793","25887","26118","24960","25426","24011","21695","20498",
"강원특별자치도","49세","총인구수[명]","명","21375","24340","24971","25002","27416","26815","25978","26262","25022","25481","24034","21670",
"강원특별자치도","50세","총인구수[명]","명","22945","24625","24461","25096","25125","27411","26889","26177","26431","25176","25506","24051",
"강원특별자치도","51세","총인구수[명]","명","25726","24474","24762","24593","25192","25179","27576","27129","26281","26493","25142","25513",
"강원특별자치도","52세","총인구수[명]","명","25262","27852","24577","24938","24763","25207","25292","27748","27277","26385","26479","25138",
"강원특별자치도","53세","총인구수[명]","명","25876","29743","28030","24732","25047","24871","25291","25463","27817","27404","26416","26498",
"강원특별자치도","54세","총인구수[명]","명","26827","29924","29932","28261","24915","25169","25011","25496","25594","27980","27470","26462",
"강원특별자치도","55세","총인구수[명]","명","26613","28633","30091","30139","28408","25005","25326","25164","25631","25755","28050","27490",
"강원특별자치도","56세","총인구수[명]","명","28097","26898","28816","30285","30375","28527","25161","25520","25321","25781","25833","28092",
"강원특별자치도","57세","총인구수[명]","명","26179","27206","27059","28986","30418","30474","28738","25310","25717","25542","25871","25919",
"강원특별자치도","58세","총인구수[명]","명","25935","24156","27297","27258","29163","30499","30647","28931","25461","25879","25699","25889",
"강원특별자치도","59세","총인구수[명]","명","26416","24225","24261","27439","27433","29293","30657","30877","29056","25630","26047","25795",
"강원특별자치도","60세","총인구수[명]","명","25906","21817","24420","24414","27641","27524","29436","30965","31078","29271","25792","26086",
"강원특별자치도","61세","총인구수[명]","명","24368","18199","21914","24630","24582","27724","27709","29714","31182","31341","29397","25844",
"강원특별자치도","62세","총인구수[명]","명","30039","22055","18233","21995","24701","24688","27810","27868","29800","31406","31413","29422",
"강원특별자치도","63세","총인구수[명]","명","29209","12567","22130","18301","22091","24830","24809","28038","28039","29844","31394","31435",
"강원특별자치도","64세","총인구수[명]","명","32370","13636","12542","22157","18322","22076","24846","24901","28112","28137","29795","31333",
"강원특별자치도","65세","총인구수[명]","명","30826","14003","13647","12530","22072","18309","22079","24980","24767","28182","28080","29772",
"강원특별자치도","66세","총인구수[명]","명","28433","15084","14024","13641","12509","22085","18338","22164","24903","24767","28141","28005",
"강원특별자치도","67세","총인구수[명]","명","27928","15813","15016","13976","13599","12458","22138","18386","22033","24895","24709","28056",
"강원특별자치도","68세","총인구수[명]","명","25739","13807","15784","14996","13968","13565","12460","22139","18271","21947","24783","24577",
"강원특별자치도","69세","총인구수[명]","명","23379","13654","13742","15692","14922","13888","13463","12423","21973","18160","21819","24604",
"강원특별자치도","70세","총인구수[명]","명","24536","14063","13547","13618","15562","14829","13759","13417","12273","21822","18023","21661",
"강원특별자치도","71세","총인구수[명]","명","18620","14131","14000","13443","13469","15427","14717","13681","13255","12120","21620","17892",
"강원특별자치도","72세","총인구수[명]","명","19802","16539","13921","13829","13334","13320","15308","14608","13507","13155","11992","21399",
"강원특별자치도","73세","총인구수[명]","명","15197","14662","16275","13739","13664","13158","13137","15180","14441","13321","12988","11894",
"강원특별자치도","74세","총인구수[명]","명","12671","13861","14380","15991","13506","13446","12952","12990","14913","14178","13108","12781",
"강원특별자치도","75세","총인구수[명]","명","12660","13564","13543","14071","15638","13254","13212","12765","12723","14640","13902","12845",
"강원특별자치도","76세","총인구수[명]","명","13066","12554","13211","13183","13738","15264","13016","12983","12507","12411","14351","13622",
"강원특별자치도","77세","총인구수[명]","명","13885","11081","12237","12852","12832","13361","14881","12715","12601","12250","12123","14063",
"강원특별자치도","78세","총인구수[명]","명","13073","10358","10675","11822","12491","12438","12974","14520","12370","12243","11948","11808",
"강원특별자치도","79세","총인구수[명]","명","10594","9286","9941","10234","11387","12053","12035","12600","14037","11972","11821","11587",
"강원특별자치도","80세","총인구수[명]","명","11441","7989","8892","9524","9819","10909","11585","11662","12111","13487","11490","11424",
"강원특별자치도","81세","총인구수[명]","명","11006","6772","7572","8497","9076","9351","10445","11141","11106","11580","12899","11023",
"강원특별자치도","82세","총인구수[명]","명","11939","5818","6406","7168","8061","8598","8899","9997","10569","10491","11045","12282",
"강원특별자치도","83세","총인구수[명]","명","11001","5018","5439","6010","6781","7592","8142","8455","9409","9957","9795","10487",
"강원특별자치도","84세","총인구수[명]","명","9424","4951","4714","5117","5635","6327","7116","7640","7919","8806","9286","9204",
"강원특별자치도","85세","총인구수[명]","명","8492","4224","4570","4368","4756","5240","5940","6636","7088","7286","8198","8619",
"강원특별자치도","86세","총인구수[명]","명","7687","3696","3843","4191","4019","4380","4829","5486","6085","6426","6671","7537",
"강원특별자치도","87세","총인구수[명]","명","6427","2983","3359","3511","3833","3659","4032","4446","5003","5479","5856","6130",
"강원특별자치도","88세","총인구수[명]","명","5364","2288","2687","3003","3169","3463","3257","3650","4033","4461","4947","5254",
"강원특별자치도","89세","총인구수[명]","명","4530","2156","2060","2399","2713","2804","3085","2899","3263","3527","3948","4398",
"강원특별자치도","90세","총인구수[명]","명","3622","1690","1884","1818","2123","2343","2533","2704","2575","2824","3056","3437",
"강원특별자치도","91세","총인구수[명]","명","2743","1545","1413","1613","1573","1833","2049","2223","2305","2175","2419","2622",
"강원특별자치도","92세","총인구수[명]","명","2070","1118","1318","1226","1357","1348","1573","1760","1890","1914","1846","2045",
"강원특별자치도","93세","총인구수[명]","명","1645","759","916","1112","1031","1138","1135","1350","1478","1527","1567","1506",
"강원특별자치도","94세","총인구수[명]","명","1228","569","615","758","916","847","930","934","1124","1181","1229","1278",
"강원특별자치도","95세","총인구수[명]","명","972","457","462","516","617","747","690","778","750","856","915","984",
"강원특별자치도","96세","총인구수[명]","명","770","322","375","375","417","479","582","575","589","547","678","728",
"강원특별자치도","97세","총인구수[명]","명","504","273","249","302","303","339","349","465","418","420","410","494",
"강원특별자치도","98세","총인구수[명]","명","331","161","218","193","242","234","262","266","350","295","283","314",
"강원특별자치도","99세","총인구수[명]","명","216","127","128","178","147","189","190","209","179","235","219","217",
"강원특별자치도","100세 이상","총인구수[명]","명","449","554","608","656","697","711","794","864","358","337","390","421",
