"행정구역(시군구)별","연령별","항목","단위","2025.04 월","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"대구광역시","81세","총인구수[명]","명","13560","7583","8881","9494","9688","10246","10802","12266","11581","13011","15918","13906",
"대구광역시","82세","총인구수[명]","명","15210","7063","7135","8379","8984","9222","9773","10267","11596","10912","12792","15207",
"대구광역시","83세","총인구수[명]","명","13124","5560","6583","6687","7841","8432","8711","9216","9611","10860","10662","12142",
"대구광역시","84세","총인구수[명]","명","10434","4645","5154","6124","6217","7323","7876","8175","8617","8937","10513","10070",
"대구광역시","85세","총인구수[명]","명","9617","3943","4254","4792","5642","5750","6742","7273","7537","7876","8569","9811",
"대구광역시","86세","총인구수[명]","명","8261","3620","3571","3876","4405","5143","5307","6178","6694","6833","7498","7948",
"대구광역시","87세","총인구수[명]","명","7072","2969","3261","3244","3530","3943","4656","4802","5568","6004","6429","6876",
"대구광역시","88세","총인구수[명]","명","6060","2082","2646","2858","2905","3149","3539","4186","4275","4862","5614","5808",
"대구광역시","89세","총인구수[명]","명","5050","1840","1828","2303","2476","2540","2787","3115","3668","3673","4451","4993",
"대구광역시","90세","총인구수[명]","명","4153","1344","1555","1595","1971","2157","2196","2404","2677","3083","3329","3844",
"대구광역시","91세","총인구수[명]","명","2933","1163","1124","1323","1330","1673","1857","1866","2045","2220","2742","2827",
"대구광역시","92세","총인구수[명]","명","2306","967","967","922","1135","1072","1410","1562","1560","1632","1938","2306",
"대구광역시","93세","총인구수[명]","명","1814","662","745","789","745","905","896","1181","1258","1230","1424","1597",
"대구광역시","94세","총인구수[명]","명","1196","491","518","608","614","616","733","726","939","975","1038","1150",
"대구광역시","95세","총인구수[명]","명","846","336","379","430","469","502","491","609","555","689","794","819",
"대구광역시","96세","총인구수[명]","명","637","236","273","294","340","369","377","393","446","399","539","618",
"대구광역시","97세","총인구수[명]","명","431","194","179","208","224","273","296","297","273","293","306","414",
"대구광역시","98세","총인구수[명]","명","269","130","162","132","174","178","216","231","224","167","205","233",
"대구광역시","99세","총인구수[명]","명","151","97","105","119","96","130","141","160","145","142","117","158",
"대구광역시","100세 이상","총인구수[명]","명","279","501","543","591","615","628","678","733","245","238","265","260",
"인천광역시","계","총인구수[명]","명","3033844","2902608","2925815","2943069","2948542","2954642","2957026","2942828","2948375","2967314","2997410","3021010",
"인천광역시","0세","총인구수[명]","명","16129","25087","24940","22961","19907","19012","17616","15253","14603","14617","13892","15433",
"인천광역시","1세","총인구수[명]","명","15056","26074","26162","26208","23915","20811","19351","17615","15994","15716","15920","15014",
"인천광역시","2세","총인구수[명]","명","16151","29028","26261","26160","26124","23846","20869","19126","17905","16671","16423","16369",
"인천광역시","3세","총인구수[명]","명","16968","28340","29099","26158","25940","25976","23781","20685","19411","18560","17286","16845",
"인천광역시","4세","총인구수[명]","명","17528","27897","28441","28893","25988","25726","25940","23641","20841","19985","19232","17730",
"인천광역시","5세","총인구수[명]","명","18926","26469","27992","28318","28679","25900","25667","25731","23768","21355","20398","19526",
"인천광역시","6세","총인구수[명]","명","20616","27283","26626","27885","28145","28334","25631","25361","25827","24242","21797","20660",
"인천광역시","7세","총인구수[명]","명","21397","29062","27290","26525","27732","27977","28242","25436","25431","26212","24729","21926",
"인천광역시","8세","총인구수[명]","명","23968","25867","29115","27298","26308","27557","27884","28005","25493","25777","26574","24927",
"인천광역시","9세","총인구수[명]","명","26343","25049","25832","29104","27187","26162","27419","27781","28111","25807","26078","26766",
"인천광역시","10세","총인구수[명]","명","26766","26753","25093","25818","28953","27075","26168","27197","27930","28346","26100","26262",
"인천광역시","11세","총인구수[명]","명","26220","28373","26829","25086","25780","28912","26988","25999","27301","28211","28713","26299",
"인천광역시","12세","총인구수[명]","명","28325","27820","28407","26873","25055","25722","28855","26790","26050","27564","28470","28903",
"인천광역시","13세","총인구수[명]","명","28534","31553","27930","28435","26866","25041","25774","28761","26885","26188","27870","28645",
"인천광역시","14세","총인구수[명]","명","28905","35743","31625","27961","28387","26868","25057","25756","28850","27018","26350","27991",
"인천광역시","15세","총인구수[명]","명","26489","34914","35814","31716","27955","28329","26886","25061","25742","29056","27176","26465",
"인천광역시","16세","총인구수[명]","명","27069","36010","35012","35893","31692","27938","28347","26830","25102","25823","29194","27282",
"인천광역시","17세","총인구수[명]","명","29172","38399","36075","35073","35859","31702","27915","28306","26862","25104","25915","29269",
"인천광역시","18세","총인구수[명]","명","27140","39365","38457","36176","35119","35830","31624","27896","28418","27024","25270","26014",
"인천광역시","19세","총인구수[명]","명","25642","40938","39288","38462","35897","34907","35637","31566","27991","28406","27021","25446",
"인천광역시","20세","총인구수[명]","명","25989","41815","41064","39540","38515","36013","34980","35624","31633","28010","28469","27046",
"인천광역시","21세","총인구수[명]","명","28366","42878","42059","41369","39744","38608","36299","35025","35714","31727","28142","28705",
"인천광역시","22세","총인구수[명]","명","28074","43918","42981","42292","41413","39791","38879","36183","35107","35807","31877","28222",
"인천광역시","23세","총인구수[명]","명","31037","42975","44162","43234","42650","41868","40306","39073","36477","35305","36205","32351",
"인천광역시","24세","총인구수[명]","명","35833","39150","43111","44492","43502","43177","42126","40000","39021","36591","35564","36690",
"인천광역시","25세","총인구수[명]","명","36927","38338","39252","43496","44791","43817","43425","41852","40085","39272","36895","36274",
"인천광역시","26세","총인구수[명]","명","37319","37499","38377","39467","43628","44984","44003","43104","42043","40325","39858","37556",
"인천광역시","27세","총인구수[명]","명","39924","36561","37462","38452","39622","43621","44894","43590","43091","42206","40679","40453",
"인천광역시","28세","총인구수[명]","명","40860","36898","36667","37585","38327","39557","43472","44307","43493","43279","42670","41056",
"인천광역시","29세","총인구수[명]","명","42738","38359","36978","36695","37619","38358","39224","42788","44387","44004","43744","43043",
"인천광역시","30세","총인구수[명]","명","43807","38794","38587","37112","36625","37532","38174","38761","43039","45005","44464","44095",
"인천광역시","31세","총인구수[명]","명","44919","44192","39035","38838","37121","36502","37257","37561","39033","43769","45758","44944",
"인천광역시","32세","총인구수[명]","명","46482","48637","44441","39341","38797","37324","36408","36919","37939","39726","44748","46449",
"인천광역시","33세","총인구수[명]","명","46577","50433","49104","44594","39289","38789","37158","35891","37276","38709","40604","45358",
"인천광역시","34세","총인구수[명]","명","42239","49846","50845","49285","44606","39229","38687","36761","36262","38161","39621","41279",
"인천광역시","35세","총인구수[명]","명","41297","49514","50176","51118","49267","44713","39202","38325","37050","37120","39238","40564",
"인천광역시","36세","총인구수[명]","명","40605","43131","49805","50383","50876","49175","44682","38889","38781","37881","38185","39859",
"인천광역시","37세","총인구수[명]","명","39019","46042","43392","49887","50171","50745","49091","44285","39315","39443","39016","38867",
"인천광역시","38세","총인구수[명]","명","39511","44141","46215","43396","49715","50055","50579","48506","44630","40085","40449","39654",
"인천광역시","39세","총인구수[명]","명","41186","46530","44298","46189","43198","49605","49951","50248","48766","45363","41002","41031",
"인천광역시","40세","총인구수[명]","명","40708","49724","46688","44312","46037","43063","49497","49516","50513","49545","46259","41455",
"인천광역시","41세","총인구수[명]","명","45268","52160","49781","46748","44116","45905","42919","49170","49787","51238","50397","46729",
"인천광역시","42세","총인구수[명]","명","49534","52329","52289","49791","46656","44086","45892","42640","49278","50374","51883","50995",
"인천광역시","43세","총인구수[명]","명","52802","54219","52446","52323","49695","46593","44003","45656","42746","49707","51060","52248",
"인천광역시","44세","총인구수[명]","명","51729","53225","54334","52531","52167","49624","46606","43828","45720","43041","50235","51435",
"인천광역시","45세","총인구수[명]","명","51800","53768","53256","54395","52435","52008","49649","46359","43875","46030","43435","50590",
"인천광역시","46세","총인구수[명]","명","45694","54422","53809","53288","54396","52284","51812","49312","46371","44115","46454","43698",
"인천광역시","47세","총인구수[명]","명","46391","50518","54434","53944","53235","54364","52111","51648","49296","46579","44432","46793",
"인천광역시","48세","총인구수[명]","명","44148","48602","50536","54331","53663","53175","54303","51868","51660","49449","46856","44611",
"인천광역시","49세","총인구수[명]","명","46263","52103","48532","50511","54184","53621","53169","53980","51820","51770","49769","47039",
"인천광역시","50세","총인구수[명]","명","49115","51708","52021","48404","50406","54048","53420","52830","53808","51815","51991","50003",
"인천광역시","51세","총인구수[명]","명","52180","48813","51671","51966","48254","50308","53978","53039","52703","53888","52124","52138",
"인천광역시","52세","총인구수[명]","명","52819","54240","48837","51502","51773","48013","50068","53600","52912","52747","54247","52302",
"인천광역시","53세","총인구수[명]","명","53615","54908","54161","48770","51260","51583","47933","49747","53448","53018","53067","54380",
"인천광역시","54세","총인구수[명]","명","54069","55096","54825","53994","48538","51105","51419","47654","49626","53387","53214","53182",
"인천광역시","55세","총인구수[명]","명","52424","49951","54877","54560","53694","48369","50886","51052","47397","49478","53533","53358",
"인천광역시","56세","총인구수[명]","명","54810","46061","49797","54640","54359","53561","48172","50504","50734","47302","49639","53620",
"인천광역시","57세","총인구수[명]","명","49522","44000","45904","49482","54290","54179","53160","47796","50363","50518","47408","49666",
"인천광역시","58세","총인구수[명]","명","48469","38343","43834","45619","49157","54115","53887","52673","47530","50196","50600","47373",
"인천광역시","59세","총인구수[명]","명","49972","39180","38192","43650","45370","48948","53671","53272","52448","47302","50210","50561",
"인천광역시","60세","총인구수[명]","명","50989","32606","39121","38102","43326","45069","48551","53217","52903","52149","47318","50136",
"인천광역시","61세","총인구수[명]","명","45575","27381","32505","38900","37925","43034","44760","48029","52898","52547","52121","47261",
"인천광역시","62세","총인구수[명]","명","53527","30005","27340","32300","38631","37625","42714","44264","47717","52624","52490","52013",
"인천광역시","63세","총인구수[명]","명","50085","19530","29931","27217","31994","38385","37328","42253","43889","47460","52597","52372",
"인천광역시","64세","총인구수[명]","명","54142","22090","19490","29766","26993","31814","38122","36950","41845","43715","47418","52415",
"인천광역시","65세","총인구수[명]","명","49666","22708","22031","19366","29615","26843","31558","37720","36636","41631","43713","47371",
"인천광역시","66세","총인구수[명]","명","44766","22025","22652","21931","19284","29370","26734","31293","37417","36403","41665","43645",
"인천광역시","67세","총인구수[명]","명","41992","22636","22001","22478","21789","19160","29121","26428","31046","37156","36330","41536",
"인천광역시","68세","총인구수[명]","명","37757","18315","22530","21876","22291","21604","18978","28919","26155","30824","37114","36200",
"인천광역시","69세","총인구수[명]","명","35371","15693","18233","22362","21724","22128","21404","18806","28622","25954","30645","36945",
"인천광역시","70세","총인구수[명]","명","35301","15990","15541","18081","22133","21508","21845","21182","18567","28378","25787","30561",
"인천광역시","71세","총인구수[명]","명","26426","16116","15884","15432","17931","21987","21289","21621","20895","18407","28166","25631",
"인천광역시","72세","총인구수[명]","명","26951","19111","15972","15695","15286","17735","21690","21028","21353","20692","18297","27984",
"인천광역시","73세","총인구수[명]","명","21956","15574","18920","15757","15489","15100","17516","21409","20702","21064","20521","18180",
"인천광역시","74세","총인구수[명]","명","19056","13307","15392","18702","15495","15308","14879","17285","21060","20339","20873","20328",
"인천광역시","75세","총인구수[명]","명","20859","13813","13118","15096","18393","15316","15093","14572","17020","20682","20089","20613",
"인천광역시","76세","총인구수[명]","명","19696","12659","13586","12917","14851","18020","15016","14787","14245","16663","20431","19800",
"인천광역시","77세","총인구수[명]","명","19535","11275","12385","13265","12606","14582","17611","14714","14395","13925","16361","20066",
"인천광역시","78세","총인구수[명]","명","18713","10671","10945","12064","12937","12298","14230","17131","14351","14053","13614","16040",
"인천광역시","79세","총인구수[명]","명","12982","10038","10404","10600","11648","12538","11969","13774","16656","13896","13686","13317",
"인천광역시","80세","총인구수[명]","명","13165","8662","9705","10082","10157","11293","12128","11562","13342","16065","13484","13271",
"인천광역시","81세","총인구수[명]","명","12862","7457","8330","9311","9663","9796","10859","11691","11116","12768","15612","13107",
"인천광역시","82세","총인구수[명]","명","14518","6771","7142","7951","8938","9210","9391","10383","11175","10581","12222","15030",
"인천광역시","83세","총인구수[명]","명","12887","5520","6393","6811","7525","8489","8797","8947","9870","10516","10093","11712",
"인천광역시","84세","총인구수[명]","명","9905","5154","5226","6044","6421","7103","8012","8290","8450","9276","10005","9580",
"인천광역시","85세","총인구수[명]","명","9251","4671","4813","4851","5632","5988","6641","7490","7789","7894","8773","9442",
"인천광역시","86세","총인구수[명]","명","8593","3896","4327","4450","4535","5208","5561","6162","6934","7139","7351","8243",
"인천광역시","87세","총인구수[명]","명","7050","3256","3593","3960","4073","4145","4812","5105","5633","6228","6572","6803",
"인천광역시","88세","총인구수[명]","명","6143","2441","2948","3254","3581","3681","3834","4374","4636","5085","5708","6029",
"인천광역시","89세","총인구수[명]","명","5316","2123","2173","2642","2904","3238","3304","3500","3908","4104","4577","5135",
"인천광역시","90세","총인구수[명]","명","4248","1727","1888","1933","2337","2555","2879","2929","3083","3395","3640","4061",
"인천광역시","91세","총인구수[명]","명","3281","1615","1476","1636","1689","2019","2217","2501","2527","2644","2971","3177",
"인천광역시","92세","총인구수[명]","명","2640","1168","1337","1284","1397","1441","1771","1888","2113","2089","2249","2547",
"인천광역시","93세","총인구수[명]","명","1972","895","982","1128","1088","1169","1216","1514","1576","1717","1771","1883",
"인천광역시","94세","총인구수[명]","명","1482","653","751","818","928","885","968","1022","1270","1274","1433","1444",
"인천광역시","95세","총인구수[명]","명","1137","473","539","615","659","751","728","801","816","994","1025","1178",
"인천광역시","96세","총인구수[명]","명","914","309","372","431","497","533","619","592","601","596","779","828",
"인천광역시","97세","총인구수[명]","명","576","289","250","299","337","403","432","490","452","437","455","596",
"인천광역시","98세","총인구수[명]","명","413","181","217","205","235","266","340","338","369","310","336","339",
"인천광역시","99세","총인구수[명]","명","236","141","148","174","165","179","223","266","234","248","218","241",
"인천광역시","100세 이상","총인구수[명]","명","525","618","701","754","791","826","883","969","417","423","491","506",
"광주광역시","계","총인구수[명]","명","1400827","1475884","1472199","1469214","1463770","1459336","1456468","1450062","1441611","1431050","1419237","1408422",
"광주광역시","0세","총인구수[명]","명","6118","12306","12045","11236","9793","8913","8189","7147","7819","7333","6065","6020",
"광주광역시","1세","총인구수[명]","명","6205","13024","12920","12628","11824","10411","9440","8656","7798","8099","7459","6424",
"광주광역시","2세","총인구수[명]","명","7072","15038","13194","13096","12910","12151","10660","9663","8976","7980","8038","7375",
"광주광역시","3세","총인구수[명]","명","7798","14698","15104","13246","13298","13087","12333","10801","9872","9120","8120","8034",
"광주광역시","4세","총인구수[명]","명","8150","14994","14740","15159","13448","13409","13310","12503","10884","9967","9234","8237",
"광주광역시","5세","총인구수[명]","명","8943","14420","15023","14690","15210","13531","13487","13394","12545","10974","10017","9288",
"광주광역시","6세","총인구수[명]","명","9784","15185","14573","15177","14924","15476","13813","13631","13547","12717","11144","10232",
"광주광역시","7세","총인구수[명]","명","10739","16330","15067","14492","15110","14832","15416","13760","13561","13470","12673","11108",
"광주광역시","8세","총인구수[명]","명","11991","14777","16287","14972","14421","15052","14811","15364","13749","13566","13453","12659",
"광주광역시","9세","총인구수[명]","명","13286","14384","14747","16261","14935","14415","15060","14773","15314","13751","13576","13460",
"광주광역시","10세","총인구수[명]","명","13461","15838","14375","14717","16231","14919","14379","15024","14742","15298","13742","13595",
"광주광역시","11세","총인구수[명]","명","13620","17162","15805","14362","14732","16227","14886","14337","14999","14709","15278","13741",
"광주광역시","12세","총인구수[명]","명","14806","16994","17159","15791","14382","14734","16226","14889","14335","15013","14692","15241",
"광주광역시","13세","총인구수[명]","명","14675","19512","16881","17073","15673","14321","14704","16160","14832","14325","15002","14679",
"광주광역시","14세","총인구수[명]","명","15183","22593","19472","16873","17044","15643","14323","14696","16113","14828","14311","14983",
"광주광역시","15세","총인구수[명]","명","14116","21808","22583","19442","16897","16954","15615","14272","14652","16112","14807","14254",
"광주광역시","16세","총인구수[명]","명","14542","22500","21625","22355","19326","16707","16781","15517","14160","14540","15962","14668",
"광주광역시","17세","총인구수[명]","명","15653","23696","22490","21561","22259","19260","16679","16794","15486","14157","14503","15923",
"광주광역시","18세","총인구수[명]","명","14557","23564","23484","22344","21435","22146","19191","16609","16750","15427","14123","14465",
"광주광역시","19세","총인구수[명]","명","13886","24004","23131","23086","21828","20976","21647","18846","16335","16448","15105","13869",
"광주광역시","20세","총인구수[명]","명","14559","23569","23869","22965","22781","21649","20801","21552","18766","16235","16292","15024",
"광주광역시","21세","총인구수[명]","명","15846","23130","23355","23785","22677","22672","21526","20752","21403","18754","16183","16278",
"광주광역시","22세","총인구수[명]","명","15776","23048","22511","22998","23374","22397","22424","21292","20542","21133","18471","16137",
"광주광역시","23세","총인구수[명]","명","16873","21165","22275","21884","22255","22809","21867","22020","20832","19943","20474","17807",
"광주광역시","24세","총인구수[명]","명","18999","18723","20412","21702","21297","21768","22340","21481","21585","20157","19389","19827",
"광주광역시","25세","총인구수[명]","명","18889","17893","18083","19931","21213","20869","21385","21900","21098","20896","19444","18760",
"광주광역시","26세","총인구수[명]","명","18451","17349","17382","17712","19492","20729","20486","20952","21526","20465","20246","18906",
"광주광역시","27세","총인구수[명]","명","19186","17080","16899","17152","17254","19182","20535","20221","20593","21021","19931","19603",
"광주광역시","28세","총인구수[명]","명","19102","17367","16845","16616","16831","17014","19142","20264","19994","20287","20550","19499",
"광주광역시","29세","총인구수[명]","명","19847","18216","17055","16657","16436","16654","16942","18941","20133","19728","19925","20192",
"광주광역시","30세","총인구수[명]","명","19449","18914","17902","16913","16450","16277","16472","16842","18861","19959","19405","19591",
"광주광역시","31세","총인구수[명]","명","19284","21702","18602","17664","16736","16384","16177","16412","16804","18698","19555","19192",
"광주광역시","32세","총인구수[명]","명","19106","23935","21409","18517","17535","16667","16216","16082","16404","16688","18498","19291",
"광주광역시","33세","총인구수[명]","명","18477","23837","23832","21206","18389","17421","16690","16204","16096","16365","16450","18283",
"광주광역시","34세","총인구수[명]","명","16621","23865","23649","23613","21093","18353","17500","16592","16232","16112","16038","16234",
"광주광역시","35세","총인구수[명]","명","16157","24380","23754","23472","23489","21016","18374","17464","16589","16195","15972","15888",
"광주광역시","36세","총인구수[명]","명","15557","21311","24200","23567","23425","23533","21052","18342","17486","16573","16086","15780",
"광주광역시","37세","총인구수[명]","명","15612","23453","21180","24102","23437","23440","23487","21038","18296","17503","16466","15885",
"광주광역시","38세","총인구수[명]","명","15941","23232","23333","21122","23973","23398","23515","23402","21071","18310","17409","16363",
"광주광역시","39세","총인구수[명]","명","17004","23191","23175","23219","20995","23931","23460","23489","23350","21014","18196","17255",
"광주광역시","40세","총인구수[명]","명","17155","26191","23113","23016","23042","20954","23982","23435","23401","23299","20907","18151",
"광주광역시","41세","총인구수[명]","명","19853","26416","26115","22970","22983","23002","20999","23939","23335","23321","23233","20851",
"광주광역시","42세","총인구수[명]","명","22321","26515","26325","25929","22842","22868","22929","20953","23879","23284","23248","23165",
"광주광역시","43세","총인구수[명]","명","23707","27555","26427","26164","25805","22689","22848","22866","20864","23785","23157","23169",
"광주광역시","44세","총인구수[명]","명","22802","27267","27498","26356","26072","25733","22656","22758","22804","20764","23713","23089",
"광주광역시","45세","총인구수[명]","명","23734","25839","27085","27422","26234","26003","25674","22630","22643","22696","20647","23628",
"광주광역시","46세","총인구수[명]","명","21331","27212","25740","26964","27250","26171","25960","25588","22476","22543","22576","20510",
"광주광역시","47세","총인구수[명]","명","21782","24804","27007","25634","26742","27074","26056","25818","25347","22341","22466","22439",
"광주광역시","48세","총인구수[명]","명","22177","24157","24757","26922","25453","26605","27020","25997","25626","25195","22247","22389",
"광주광역시","49세","총인구수[명]","명","22079","24134","23982","24576","26781","25292","26442","26883","25792","25512","25065","22120",
"광주광역시","50세","총인구수[명]","명","23689","22622","24023","23818","24386","26585","25120","26375","26657","25566","25330","24920",
"광주광역시","51세","총인구수[명]","명","25537","22742","22416","23811","23592","24195","26455","24951","26052","26505","25435","25186",
"광주광역시","52세","총인구수[명]","명","25409","22707","22542","22271","23583","23430","24056","26268","24720","25751","26348","25210",
"광주광역시","53세","총인구수[명]","명","25782","23228","22529","22375","22087","23354","23266","23793","25959","24489","25592","26184",
"광주광역시","54세","총인구수[명]","명","25489","24968","22968","22345","22145","21893","23206","22996","23517","25682","24274","25440",
"광주광역시","55세","총인구수[명]","명","24196","22485","24751","22737","22128","21953","21694","22931","22699","23259","25499","24051",
"광주광역시","56세","총인구수[명]","명","25582","20035","22276","24516","22465","21917","21775","21545","22625","22416","23041","25324",
"광주광역시","57세","총인구수[명]","명","22783","19706","19785","22094","24267","22306","21739","21576","21213","22322","22275","22854",
"광주광역시","58세","총인구수[명]","명","22073","16677","19541","19614","21870","24038","22107","21501","21172","20940","22155","22075",
"광주광역시","59세","총인구수[명]","명","22761","17666","16535","19333","19412","21613","23862","21886","21150","20949","20725","21910",
"광주광역시","60세","총인구수[명]","명","20713","14641","17499","16366","19177","19213","21456","23582","21537","20822","20761","20550",
"광주광역시","61세","총인구수[명]","명","19430","12601","14532","17331","16177","18966","18988","21159","23237","21188","20614","20560",
"광주광역시","62세","총인구수[명]","명","21688","14187","12507","14398","17155","16006","18775","18772","20842","22878","20921","20428",
"광주광역시","63세","총인구수[명]","명","19685","11509","14091","12375","14231","16925","15826","18494","18500","20488","22609","20761",
"광주광역시","64세","총인구수[명]","명","22399","12011","11339","13947","12217","14038","16757","15622","18143","18215","20237","22428",
"광주광역시","65세","총인구수[명]","명","20779","12542","11869","11262","13742","12121","13927","16539","15341","17824","18001","20071",
"광주광역시","66세","총인구수[명]","명","18560","11563","12407","11751","11134","13535","12024","13775","16341","15119","17627","17854",
"광주광역시","67세","총인구수[명]","명","17406","12194","11426","12272","11592","10998","13399","11827","13535","16056","14945","17480",
"광주광역시","68세","총인구수[명]","명","15368","9753","12066","11259","12121","11481","10886","13267","11607","13317","15884","14786",
"광주광역시","69세","총인구수[명]","명","14639","8643","9612","11907","11129","11998","11331","10747","13041","11425","13133","15719",
"광주광역시","70세","총인구수[명]","명","15037","8662","8518","9465","11776","10994","11815","11189","10521","12828","11324","12993",
"광주광역시","71세","총인구수[명]","명","11418","8020","8533","8412","9351","11620","10821","11618","11003","10352","12647","11217",
"광주광역시","72세","총인구수[명]","명","11645","11101","7889","8404","8278","9190","11431","10645","11424","10800","10166","12440",
"광주광역시","73세","총인구수[명]","명","10915","8770","10908","7742","8254","8125","9054","11234","10445","11210","10640","10056",
"광주광역시","74세","총인구수[명]","명","10303","7476","8607","10742","7598","8088","7962","8884","11015","10253","11019","10475",
"광주광역시","75세","총인구수[명]","명","10689","7363","7276","8428","10551","7411","7933","7839","8703","10785","10057","10836",
"광주광역시","76세","총인구수[명]","명","9873","6707","7132","7090","8238","10301","7298","7780","7650","8494","10586","9882",
"광주광역시","77세","총인구수[명]","명","9971","6172","6505","6950","6858","8031","10078","7091","7514","7449","8341","10338",
"광주광역시","78세","총인구수[명]","명","9477","5353","5964","6290","6754","6710","7783","9738","6863","7283","7269","8176",
"광주광역시","79세","총인구수[명]","명","6785","5318","5157","5771","6086","6530","6520","7523","9409","6615","7079","7110",
"광주광역시","80세","총인구수[명]","명","7022","4744","5065","4949","5536","5881","6303","6262","7266","8966","6360","6855",
"광주광역시","81세","총인구수[명]","명","5998","3836","4525","4805","4704","5297","5639","6035","5991","6918","8631","6082",
"광주광역시","82세","총인구수[명]","명","7578","3439","3609","4307","4578","4476","5076","5388","5681","5644","6596","8222",
"광주광역시","83세","총인구수[명]","명","6855","2892","3240","3424","4057","4269","4233","4810","5092","5356","5350","6301",
"광주광역시","84세","총인구수[명]","명","5166","2803","2673","3042","3223","3840","4030","3946","4502","4717","5006","5043",
"광주광역시","85세","총인구수[명]","명","4749","2532","2566","2463","2797","3002","3557","3730","3645","4155","4376","4635",
"광주광역시","86세","총인구수[명]","명","4006","1960","2313","2378","2270","2532","2758","3291","3410","3284","3816","3983",
"광주광역시","87세","총인구수[명]","명","3563","1699","1731","2102","2157","2045","2324","2490","2963","3068","3004","3484",
"광주광역시","88세","총인구수[명]","명","2980","1246","1521","1556","1869","1914","1832","2077","2236","2646","2724","2718",
"광주광역시","89세","총인구수[명]","명","2469","1081","1103","1344","1365","1664","1722","1642","1850","1928","2322","2431",
"광주광역시","90세","총인구수[명]","명","2076","746","921","966","1152","1200","1459","1512","1401","1580","1680","2055",
"광주광역시","91세","총인구수[명]","명","1586","839","612","780","818","967","1045","1261","1306","1171","1381","1447",
"광주광역시","92세","총인구수[명]","명","1179","622","702","524","661","686","797","867","1039","1079","997","1166",
"광주광역시","93세","총인구수[명]","명","927","450","510","595","435","548","579","666","722","821","881","841",
"광주광역시","94세","총인구수[명]","명","659","329","366","412","502","336","444","481","526","564","677","713",
"광주광역시","95세","총인구수[명]","명","604","220","257","296","342","384","270","348","365","398","436","561",
"광주광역시","96세","총인구수[명]","명","370","180","186","210","238","257","313","220","264","279","295","352",
"광주광역시","97세","총인구수[명]","명","241","110","145","146","158","178","206","255","151","192","213","228",
"광주광역시","98세","총인구수[명]","명","169","97","81","104","116","120","141","158","183","97","140","151",
"광주광역시","99세","총인구수[명]","명","101","60","80","69","77","86","90","107","109","124","68","98",
"광주광역시","100세 이상","총인구수[명]","명","186","300","314","355","345","371","399","424","177","173","207","181",
"대전광역시","계","총인구수[명]","명","1439393","1531809","1518775","1514370","1502227","1489936","1474870","1463882","1452251","1446072","1442216","1439157",
"대전광역시","0세","총인구수[명]","명","7308","13389","13301","12097","10424","9105","8221","7303","7342","7651","7161","7226",
"대전광역시","1세","총인구수[명]","명","7139","14171","13620","13752","12438","10815","9361","8488","7668","7924","7920","7336",
"대전광역시","2세","총인구수[명]","명","7799","15557","13840","13582","13507","12287","10659","9347","8640","7922","7984","7880",
"대전광역시","3세","총인구수[명]","명","7737","15288","15144","13759","13335","13359","12064","10596","9301","8752","7917","7897",
"대전광역시","4세","총인구수[명]","명","7918","15070","14952","15022","13497","13110","13119","11950","10520","9364","8749","7915",
"대전광역시","5세","총인구수[명]","명","8365","14404","14763","14829","14812","13301","12880","12950","11841","10555","9354","8759",
"대전광역시","6세","총인구수[명]","명","9326","15320","14104","14639","14634","14499","13143","12755","12805","11861","10571","9434",
"대전광역시","7세","총인구수[명]","명","10044","16279","14926","13908","14378","14392","14279","12990","12636","12762","11752","10584",
"대전광역시","8세","총인구수[명]","명","11374","14809","15898","14754","13697","14127","14188","14099","12857","12604","12745","11737",
"대전광역시","9세","총인구수[명]","명","12497","14375","14501","15734","14496","13502","13915","14051","13938","12838","12574","12745",
"대전광역시","10세","총인구수[명]","명","12726","15807","14044","14363","15502","14261","13350","13811","13911","13924","12853","12593",
"대전광역시","11세","총인구수[명]","명","12723","16323","15513","13918","14111","15321","14163","13257","13707","13852","13893","12822",
"대전광역시","12세","총인구수[명]","명","13618","16261","16063","15416","13769","13960","15172","14067","13212","13689","13872","13878",
"대전광역시","13세","총인구수[명]","명","13734","18271","16025","15930","15212","13582","13809","15014","13937","13148","13640","13866",
"대전광역시","14세","총인구수[명]","명","13953","20729","18053","15935","15783","15082","13510","13771","14928","13938","13085","13656",
"대전광역시","15세","총인구수[명]","명","13065","20212","20455","17943","15771","15641","14983","13429","13743","14916","13918","13036",
"대전광역시","16세","총인구수[명]","명","13497","21004","19966","20279","17724","15608","15470","14874","13267","13640","14798","13768",
"대전광역시","17세","총인구수[명]","명","14646","22073","20816","19834","20117","17591","15497","15430","14817","13212","13615","14763",
"대전광역시","18세","총인구수[명]","명","14096","22470","21846","20602","19645","19987","17469","15375","15267","14747","13187","13593",
"대전광역시","19세","총인구수[명]","명","14048","23046","22183","21696","20371","19504","19756","17408","15386","15222","14975","13638",
"대전광역시","20세","총인구수[명]","명","14707","23083","22956","22150","21679","20352","19462","19826","17562","15481","15580","15324",
"대전광역시","21세","총인구수[명]","명","16395","22640","22900","23013","22095","21651","20242","19574","20042","17840","15873","16002",
"대전광역시","22세","총인구수[명]","명","16516","23353","22503","22899","22912","22132","21696","20576","19978","20595","18539","16673",
