빈곤율,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년,2020년,2021년,2022년
Korea,47.80%,47.00%,47.70%,46.00%,44.30%,45.00%,44.00%,43.40%,43.20%,40.50%,39.30%,39.70%
